text,iodine,vitamin_e,calcium,iron,riboflavin_b2,folate_b9,vitamin_c,vitamin_b6,vitamin_d,zinc
no vision problems nerve damage coordination issues general discomfort,0,0,0,0,0,0,0,0,0,0
sore throat cracked lips eye irritation fatigue low hemoglobin shortness of breath pale skin dizziness hormone imbalance weight gain goiter fatigue,1,0,0,1,1,0,0,0,0,0
fractures back pain immune weakness vision problems slow growth hair loss poor immunity frequent infections loss of appetite,0,1,0,0,0,0,0,0,1,1
joint stiffness tooth decay brittle nails bone weakness slow growth loss of appetite frequent infections poor immunity,0,0,1,0,0,0,0,0,0,1
coordination issues vision problems nerve damage muscle weakness no prior illness reported,0,1,0,0,0,0,0,0,0,0
fatigue cracked lips nerve issues irritability confusion no prior illness reported,0,0,0,0,1,0,0,1,0,0
not muscle weakness low sunlight back pain bone pain fractures no prior illness reported,0,0,0,0,0,0,0,0,0,0
thyroid swelling weight gain,1,0,0,0,0,0,0,0,0,0
irritability nerve issues mood changes confusion without hair loss frequent infections poor immunity loss of appetite slow growth no prior illness reported,0,0,0,0,0,0,0,1,0,0
slow healing joint pain bleeding gums scurvy muscle cramps brittle nails no prior illness reported,0,0,1,0,0,0,1,0,0,0
muscle weakness low sunlight low hemoglobin fatigue dizziness pale skin shortness of breath vision problems nerve damage no prior illness reported,0,1,0,1,0,0,0,0,1,0
not low sunlight fractures muscle weakness back pain bone pain fatigue weakness pregnancy issues poor diet anemia depression nerve issues mood changes general discomfort,0,0,0,0,0,1,0,1,0,0
shortness of breath fatigue skin rash cracked lips sore throat fatigue poor diet weakness pregnancy issues anemia fatigue mild headache after travel,0,0,0,1,1,1,0,0,0,0
anemia poor diet pregnancy issues fatigue weakness,0,0,0,0,0,1,0,0,0,0
goiter fatigue thyroid swelling patient visited clinic yesterday,1,0,0,0,0,0,0,0,0,0
no anemia pale skin patient visited clinic yesterday,0,0,0,0,0,0,0,0,0,0
bleeding gums slow healing scurvy muscle cramps tooth decay bone weakness fatigue poor diet patient visited clinic yesterday,0,0,1,0,0,1,1,0,0,0
not low sunlight fractures back pain no brittle nails muscle cramps fatigue shortness of breath mild headache after travel,0,0,0,1,0,0,0,0,0,0
scurvy slow healing joint pain weak immunity not muscle cramps bone weakness goiter weight gain hormone imbalance neck enlargement no prior illness reported,1,0,0,0,0,0,1,0,0,0
loss of appetite slow growth hair loss poor immunity frequent infections without fatigue eye irritation skin rash scurvy slow healing bleeding gums joint pain general discomfort,0,0,0,0,0,0,1,0,0,1
depression irritability mood changes confusion nerve issues routine checkup,0,0,0,0,0,0,0,1,0,0
pale skin dizziness low hemoglobin shortness of breath no prior illness reported,0,0,0,1,0,0,0,0,0,0
scurvy bleeding gums weak immunity joint pain slow healing poor immunity frequent infections slow growth hair loss loss of appetite fatigue cracked lips sore throat eye irritation skin rash,0,0,0,0,1,0,1,0,0,1
slow growth poor immunity loss of appetite hair loss thyroid swelling neck enlargement fatigue hormone imbalance not cracked lips sore throat fatigue skin rash eye irritation mild headache after travel,1,0,0,0,0,0,0,0,0,1
brittle nails tooth decay joint stiffness anemia low hemoglobin routine checkup,0,0,1,1,0,0,0,0,0,0
immune weakness coordination issues muscle weakness nerve damage vision problems general discomfort,0,1,0,0,0,0,0,0,0,0
slow growth loss of appetite frequent infections hair loss poor immunity slow healing joint pain weak immunity irritability mood changes depression mild headache after travel,0,0,0,0,0,0,1,1,0,1
nerve issues irritability mood changes slow growth poor immunity hair loss loss of appetite frequent infections general discomfort,0,0,0,0,0,0,0,1,0,1
goiter hormone imbalance thyroid swelling routine checkup,1,0,0,0,0,0,0,0,0,0
bleeding gums scurvy slow healing weak immunity sore throat eye irritation cracked lips fatigue mild headache after travel,0,0,0,0,1,0,1,0,0,0
low hemoglobin pale skin muscle cramps bone weakness brittle nails tooth decay joint stiffness routine checkup,0,0,1,1,0,0,0,0,0,0
irritability nerve issues confusion mood changes without vision problems immune weakness low sunlight fractures back pain routine checkup,0,0,0,0,0,0,0,1,1,0
not sore throat fatigue,0,0,0,0,0,0,0,0,0,0
coordination issues muscle weakness nerve damage eye irritation skin rash joint stiffness tooth decay,0,1,1,0,1,0,0,0,0,0
without anemia shortness of breath pale skin fatigue back pain bone pain muscle weakness patient visited clinic yesterday,0,0,0,0,0,0,0,0,1,0
without irritability nerve issues depression joint pain weak immunity slow healing bleeding gums scurvy mild headache after travel,0,0,0,0,0,0,1,0,0,0
no back pain bone pain fractures low sunlight muscle weakness without loss of appetite slow growth no prior illness reported,0,0,0,0,0,0,0,0,0,0
weak immunity slow healing joint pain eye irritation skin rash fatigue cracked lips without joint stiffness bone weakness tooth decay brittle nails muscle cramps,0,0,0,0,1,0,1,0,0,0
low sunlight bone pain back pain fractures nerve issues irritability mood changes no prior illness reported,0,0,0,0,0,0,0,1,1,0
dizziness low hemoglobin anemia general discomfort,0,0,0,1,0,0,0,0,0,0
vision problems nerve damage coordination issues muscle weakness immune weakness without bone pain low sunlight back pain fractures muscle weakness scurvy slow healing joint pain weak immunity routine checkup,0,1,0,0,0,0,1,0,0,0
fatigue weight gain hormone imbalance goiter neck enlargement thyroid swelling anemia pale skin dizziness mild headache after travel,1,0,0,1,0,0,0,0,0,0
bleeding gums scurvy no prior illness reported,0,0,0,0,0,0,1,0,0,0
slow healing scurvy bleeding gums joint pain weak immunity goiter weight gain thyroid swelling tooth decay muscle cramps bone weakness joint stiffness,1,0,1,0,0,0,1,0,0,0
immune weakness vision problems nerve damage coordination issues,0,1,0,0,0,0,0,0,0,0
eye irritation skin rash cracked lips sore throat fatigue general discomfort,0,0,0,0,1,0,0,0,0,0
not hair loss loss of appetite slow growth sore throat skin rash nerve issues depression confusion irritability,0,0,0,0,1,0,0,1,0,0
without poor immunity loss of appetite hair loss patient visited clinic yesterday,0,0,0,0,0,0,0,0,0,0
not tooth decay brittle nails bone weakness muscle cramps immune weakness coordination issues muscle weakness low hemoglobin shortness of breath pale skin anemia fatigue dizziness,0,1,0,1,0,0,0,0,0,0
fractures back pain low sunlight muscle weakness anemia weakness no prior illness reported,0,0,0,0,0,1,0,0,1,0
muscle weakness vision problems coordination issues immune weakness general discomfort,0,1,0,0,0,0,0,0,0,0
nerve issues mood changes confusion irritability shortness of breath pale skin low hemoglobin coordination issues muscle weakness nerve damage,0,1,0,1,0,0,0,1,0,0
low sunlight fractures joint pain scurvy weak immunity weight gain goiter neck enlargement fatigue thyroid swelling hormone imbalance,1,0,0,0,0,0,1,0,1,0
not fatigue weight gain goiter muscle weakness bone pain low sunlight back pain general discomfort,0,0,0,0,0,0,0,0,1,0
anemia fatigue no mood changes irritability confusion routine checkup,0,0,0,0,0,1,0,0,0,0
neck enlargement hormone imbalance goiter anemia dizziness low hemoglobin pale skin shortness of breath without low sunlight bone pain muscle weakness back pain fractures,1,0,0,1,0,0,0,0,0,0
no scurvy bleeding gums slow healing patient visited clinic yesterday,0,0,0,0,0,0,0,0,0,0
fatigue shortness of breath weak immunity slow healing joint pain routine checkup,0,0,0,1,0,0,1,0,0,0
without coordination issues immune weakness vision problems patient visited clinic yesterday,0,0,0,0,0,0,0,0,0,0
weak immunity scurvy slow healing mild headache after travel,0,0,0,0,0,0,1,0,0,0
thyroid swelling hormone imbalance goiter weight gain fatigue low sunlight back pain muscle weakness bone pain fractures pregnancy issues poor diet weakness anemia patient visited clinic yesterday,1,0,0,0,0,1,0,0,1,0
without frequent infections loss of appetite poor immunity slow growth hair loss without low sunlight bone pain fatigue skin rash eye irritation cracked lips sore throat,0,0,0,0,1,0,0,0,0,0
fatigue anemia low hemoglobin pale skin shortness of breath coordination issues vision problems mild headache after travel,0,1,0,1,0,0,0,0,0,0
bone pain back pain muscle weakness low sunlight fractures low hemoglobin pale skin anemia dizziness,0,0,0,1,0,0,0,0,1,0
low sunlight muscle weakness fractures pale skin shortness of breath anemia fatigue low hemoglobin dizziness,0,0,0,1,0,0,0,0,1,0
loss of appetite slow growth nerve damage coordination issues muscle weakness immune weakness joint stiffness tooth decay bone weakness no prior illness reported,0,1,1,0,0,0,0,0,0,1
slow healing weak immunity bleeding gums routine checkup,0,0,0,0,0,0,1,0,0,0
no irritability confusion depression hair loss slow growth poor immunity frequent infections,0,0,0,0,0,0,0,0,0,1
coordination issues muscle weakness vision problems general discomfort,0,1,0,0,0,0,0,0,0,0
shortness of breath low hemoglobin fatigue pale skin fatigue goiter thyroid swelling weight gain joint pain weak immunity slow healing scurvy bleeding gums no prior illness reported,1,0,0,1,0,0,1,0,0,0
confusion depression mood changes irritability nerve issues patient visited clinic yesterday,0,0,0,0,0,0,0,1,0,0
without anemia pregnancy issues,0,0,0,0,0,0,0,0,0,0
immune weakness nerve damage goiter thyroid swelling hormone imbalance no anemia low hemoglobin shortness of breath fatigue,1,1,0,0,0,0,0,0,0,0
nerve damage coordination issues fractures bone pain back pain low sunlight muscle weakness frequent infections hair loss poor immunity loss of appetite mild headache after travel,0,1,0,0,0,0,0,0,1,1
muscle weakness fractures muscle cramps joint stiffness bone weakness tooth decay brittle nails slow growth poor immunity,0,0,1,0,0,0,0,0,1,1
no joint pain scurvy loss of appetite slow growth frequent infections,0,0,0,0,0,0,0,0,0,1
weakness anemia pregnancy issues sore throat fatigue eye irritation skin rash cracked lips no irritability depression confusion mood changes nerve issues no prior illness reported,0,0,0,0,1,1,0,0,0,0
dizziness shortness of breath pale skin low hemoglobin anemia muscle weakness back pain bone pain fractures routine checkup,0,0,0,1,0,0,0,0,1,0
hair loss slow growth frequent infections poor immunity loss of appetite low hemoglobin anemia shortness of breath,0,0,0,1,0,0,0,0,0,1
low hemoglobin shortness of breath anemia pale skin dizziness,0,0,0,1,0,0,0,0,0,0
fatigue weakness poor diet pregnancy issues nerve issues confusion irritability depression no bone weakness brittle nails joint stiffness no prior illness reported,0,0,0,0,0,1,0,1,0,0
eye irritation cracked lips fatigue skin rash,0,0,0,0,1,0,0,0,0,0
skin rash fatigue eye irritation sore throat cracked lips not back pain muscle weakness bone pain goiter thyroid swelling no prior illness reported,1,0,0,0,1,0,0,0,0,0
eye irritation fatigue sore throat skin rash cracked lips vision problems coordination issues muscle weakness immune weakness nerve damage,0,1,0,0,1,0,0,0,0,0
dizziness pale skin cracked lips eye irritation without pregnancy issues poor diet weakness,0,0,0,1,1,0,0,0,0,0
hair loss slow growth loss of appetite poor immunity hormone imbalance weight gain thyroid swelling fatigue neck enlargement no prior illness reported,1,0,0,0,0,0,0,0,0,1
shortness of breath dizziness low hemoglobin,0,0,0,1,0,0,0,0,0,0
fatigue eye irritation skin rash cracked lips nerve issues depression confusion irritability,0,0,0,0,1,0,0,1,0,0
shortness of breath dizziness low hemoglobin pale skin patient visited clinic yesterday,0,0,0,1,0,0,0,0,0,0
without fatigue skin rash anemia weakness poor diet pregnancy issues fatigue shortness of breath fatigue pale skin anemia mild headache after travel,0,0,0,1,0,1,0,0,0,0
fatigue sore throat eye irritation cracked lips weight gain fatigue hormone imbalance neck enlargement goiter general discomfort,1,0,0,0,1,0,0,0,0,0
no bone weakness muscle cramps tooth decay joint stiffness brittle nails routine checkup,0,0,0,0,0,0,0,0,0,0
poor immunity frequent infections tooth decay muscle cramps patient visited clinic yesterday,0,0,1,0,0,0,0,0,0,1
weak immunity bleeding gums scurvy joint pain slow healing loss of appetite slow growth frequent infections hair loss poor immunity mild headache after travel,0,0,0,0,0,0,1,0,0,1
tooth decay brittle nails poor diet pregnancy issues anemia fatigue no low hemoglobin pale skin,0,0,1,0,0,1,0,0,0,0
not bone weakness muscle cramps bone pain muscle weakness no prior illness reported,0,0,0,0,0,0,0,0,1,0
no fatigue shortness of breath dizziness fatigue weakness poor diet anemia no prior illness reported,0,0,0,0,0,1,0,0,0,0
muscle weakness bone pain fractures back pain slow healing weak immunity joint pain frequent infections hair loss poor immunity general discomfort,0,0,0,0,0,0,1,0,1,1
fatigue pregnancy issues nerve damage coordination issues vision problems muscle weakness,0,1,0,0,0,1,0,0,0,0
coordination issues vision problems immune weakness not cracked lips sore throat fatigue eye irritation skin rash fatigue anemia shortness of breath,0,1,0,1,0,0,0,0,0,0
nerve damage immune weakness coordination issues vision problems muscle weakness sore throat skin rash eye irritation cracked lips fatigue general discomfort,0,1,0,0,1,0,0,0,0,0
vision problems coordination issues nerve damage mild headache after travel,0,1,0,0,0,0,0,0,0,0
scurvy joint pain bleeding gums hormone imbalance neck enlargement,1,0,0,0,0,0,1,0,0,0
muscle weakness back pain bone pain low sunlight fractures poor diet weakness,0,0,0,0,0,1,0,0,1,0
without frequent infections loss of appetite slow growth hair loss hormone imbalance weight gain neck enlargement,1,0,0,0,0,0,0,0,0,0
skin rash cracked lips eye irritation poor diet weakness anemia fatigue,0,0,0,0,1,1,0,0,0,0
confusion irritability tooth decay joint stiffness muscle cramps brittle nails general discomfort,0,0,1,0,0,0,0,1,0,0
scurvy bleeding gums weak immunity slow healing,0,0,0,0,0,0,1,0,0,0
anemia fatigue low hemoglobin dizziness pale skin shortness of breath frequent infections slow growth poor immunity hair loss,0,0,0,1,0,0,0,0,0,1
slow growth frequent infections hair loss poor immunity loss of appetite weakness poor diet pregnancy issues,0,0,0,0,0,1,0,0,0,1
not loss of appetite frequent infections slow growth hair loss poor immunity,0,0,0,0,0,0,0,0,0,0
no pregnancy issues weakness poor diet fatigue anemia low hemoglobin anemia shortness of breath no goiter fatigue general discomfort,0,0,0,1,0,0,0,0,0,0
hair loss frequent infections slow growth cracked lips skin rash eye irritation fatigue sore throat,0,0,0,0,1,0,0,0,0,1
fatigue weight gain goiter thyroid swelling neck enlargement mild headache after travel,1,0,0,0,0,0,0,0,0,0
anemia fatigue pale skin low hemoglobin shortness of breath bone weakness tooth decay brittle nails joint stiffness muscle cramps routine checkup,0,0,1,1,0,0,0,0,0,0
